Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
152325,B000LKZD4W,A221633P5RKKQ6,"Tammy ""California Girl""",6,7,5,1219190400,Great Vegan food!,"These jerky strips are delicious!  I've been a vegetarian for 13 years and I'm always looking for tasty vegetarian ""meat replacement"" foods.  These strips definitely work for me. I keep a couple in my car to snack on when I don't have time to stop and eat.  The texture is so ""meat-like"" you will question yourself and re-read the ingredients to be sure is isn't made from animal flesh. I bought a case of the Texas BBQ and a case of the Hickory Smoked.  They are both fantastic, and the Texas BBQ has a nice spicy kick! I think you'll really enjoy this product. I do. <a href=""http://www.amazon.com/gp/product/B000LKZD4W"">Primal Spirit Vegan Meat Alternative Jerky, Texas Barbecue Flavor, 1-Ounce Pouch  (Pack of 24)</a>"
549760,B004779XNW,A3EUSGSIFIP8OJ,P. Lewis,0,0,5,1310688000,"Green Mountain Coffee Dark Magic, Extra Bold K Cup","This is the perfect coffee for me.  I like my coffee on the strong side and this makes a strong 10 ounce cup of coffee in my Cuisinart K Cup breweer.  The taste is fantastic and if you preferred a weaker brew you could make the 12 oumce cup. My brewer has 4 size choices based on your taste preferences.  I have had a problem with some of the K cups being on the weak side and having to brew two small cups to make a full coffee cup, but with this brand I am completely satisfied with the taste.  I recommend it to anyone.  Very flavorful and full bodied..."
540263,B0006SDRRE,A3QO5F2SYY6T30,"Robbin Barnes ""robbinsellsbooks""",0,0,5,1168732800,Love this tea!,"This is my favorite tea in the whole world.  I first tried it at the Seatle Public Market on a trip to Seatle in the early '90s.  I brought it home and hoarded it for a long time.  Thanks to the internet, I can now keep a stock of it at all times.<br /><br />If you like a strong, spicey tea, this one is for you!"
128226,B00014IVPQ,A3I4Z0WZH5R5SW,"S. Plummer ""Novel Afficiando""",0,0,5,1337558400,Tummy yummy and luxurious!,"Since purchasing this item have been using it for my hair and body (internal and external). Had a slight mishap and wound up on the floor a spill or two from the bottle but overall very yummy and oh so luxurious. Coconut Oil I can do just not Almond Joy too many strings. Oh well, as I said before tummy yummy and luxurious!"
152287,B000LKZD4W,A2XJGCX2KT6FA8,Mrs. DL,0,0,5,1202428800,I love these!,"Amazing and yummy, no vegan or veggie-head should go without! Even meat-lovers will enjoy!The Thai Peanut flavor makes it a good protein source to add to things like soup."
310121,B008EM51FA,A361KG0B0RF4FX,"Josephine R. Henry ""JRBH""",0,0,5,1316044800,Fantastic,I received a small box of these Ginger and Honey crystals and I fell in love with them! What a great way to bump up your cup of hot tea. They are strong and I would recommend starting with a small portion. I ordered two bags of thirty packs and now my Daughter in Law wants a 30 Pack. Love It!
560279,B002UT92EY,A215YRPBJJQH8S,M. Griffin,0,0,3,1333065600,This stuff didn't work for our cat,"I have no doubt this product contains quality ingredients, and for many cats it might be a key to good health and nutrition. We were looking for a high-quality grain-free food, and our cat wasn't able to digest this well at all. She seemed to like the taste of it just fine, certainly never ate less of it than other foods, but it gave her diarrhea which persisted even when we cut the food down to a 50/50 mix with her old food. As soon as we switched her to a different food, a more conventional healthy weight loss formula, the problem went away immediately. I don't mean to imply this will happen with every cat, and I can see there are many good reviews here (which is why we tried it, despite the price being quite a bit higher than our usual cat food), but I thought I should mention our cat's strong reaction. If your cat is sometime ""iffy"" with new foods, you might consider purchasing a smaller quantity of this first to make sure they can digest it OK."
560251,B002UT92EY,A284G5EYPOOXLA,"John Pozatron ""JP""",3,3,5,1316736000,Cat's gotta eat paleo too,"Cat's are of the order carnivora. They eat meat. Have you ever seen a pack of lions stalking a wounded corn field? Or a puma pounce on a loan soybean plant? No? Sounds ridiculous, right? Then don't feed that to your house cat! 95% of pet food on the market is full of grains and caloric fillers that are nothing like your cat's natural/ancestral diet. If you want your cat to behave without anxiety, shed less, and generally be as lean as a jungle cat, than you need to feed him like one.<br /><br />Short of a raw meat diet, this is the most practical approach to cat food. I have no complains. I give Mikhail two scoops every two days - he eats when he is hungry, is perfectly healthy and thriving at 10 jungle cat pounds.<br /><br />Are you afraid of switching your cat's diet,as they are fussy? Maybe you're just a push-over. Ha, but seriously they will love this!"
549849,B004779XNW,A9BZXELSE4T0K,"Susan R. ""rsuejo""",1,1,5,1347148800,best k cup coffee,Green mountain Dark magic is bold and dark without being bitter. Thats why it is my morning wake up coffee.
79788,B001IZM92S,A3B2IDHXFJ7DJF,YL,0,0,5,1351123200,Yummm! Crunch!,"Discovered this product at Costco via their Dried Apple Medley (Granny Smith, Fuji, and Gala). Realized I was picking through the bag for the red ones (avoiding the Granny Smiths!), since they were the sweetest, crunchiest, and yummiest! I desperately hoped they were Fuji, since they don't sell Gala on its own like this. And, YAY, THEY WERE THE FUJI APPLES! 2 LBS OF SWEET, CRUNCHY APPLES IN BULK FROM AMAZON!! :D No more picking through! (Even though the Costco 14 oz bag of the medley was $5.99 and a better deal for dried apple chips in general...)<br /><br />Also make sure, as others have noted, to keep the apples in the bag they came in. Ziplock bags don't preserve food as well as metal/foil-lined bags, and so the dried apples will go stale in Ziplock bags."
88662,B000PMJLJO,ACYWVK1RG8999,"T. Lewis ""Toni""",0,0,4,1232064000,Cajun Jerky,"Have never seen this in the stores, my favorite is Peppered but also ordered this at the same time.  Was glad I did.  Very good flavor, kind of spicy ""after the fact"".  Love the single serving packs so you don't eat too much and great source of protien!"
549783,B004779XNW,AF7KR3DS8W5GM,K. Yung,0,0,4,1285027200,Keurig,Love the bold taste...like having good strong coffee at Starbucks but paying far less making it at home.
79765,B001IZM92S,A31WTOHVSP8C2E,D. Riggins,5,5,4,1244332800,A Healthy Yum!,"I've been looking for something like this for a while.  I don't care for dried ""chewy"" fruit.  These apples are nice and crispy.  They're sweet.  There are a couple that are chewy but for the most part, crispy.  I love them.  To find some that don't have preservatives is amazing.<br />I highly recommend them.  You'll have trouble putting them away."
152377,B000LKZD4W,A2JV57QORWO99N,Manda,0,0,3,1331683200,Teriyaki flavor primal strips,"Not a good flavor overall. I have only tried the TERIYAKI flavored strips, and hate them. The texture and the sweetness is just gross together. I'm going to try a different flavor before writing this off, but yuck. I'm a vegan by the way, and I've had some amazingly delicious fake-feet products: this is not one of them."
88600,B000PMJLJO,A17MRB5QEHV7ZX,Bug fan,18,18,4,1240272000,Pretty nice,"The product consists of an approximately 10 inch (25 cm) long piece of meat with 1 or 2 smaller (approx 1 1/2-2 inches, 3-5 cm) pieces thrown in.  The meat is about 1/4 inch (6-7 mm) thick and comes in a fairly easy, peel open package.  Taste is good though on the salty side (it carries more than 1/2 the daily recommended amount of salt).  It does not actually taste like steak, just jerky, but the meat is pretty tender and I didn't feel like I was wrestling with shoe leather.  I appreciate the fact that the pepper bits are not ""loose"" like some other jerkies, so crumbs are not much of a concern.  Per the box, store in a cool, dry place.<br />Nutritional info:<br /><br />Servings per container: 1<br />Calories: 120<br />Total fat: 2g (3%)<br />Saturated fat: 1g (5%)<br />Trans fat: 0g<br />Cholesterol: 50 mg (17%)<br />Sodium: 1360 mg (57%)<br />Total carbohydrates: 4g (1%)<br />Dietary fiber: 0g<br />Sugars: 2g<br />Protein: 22g"
128187,B00014IVPQ,A1AH85DX4XDE4D,"Anonymous ""Anonymous""",4,5,4,1275091200,Smells good,And tastes yummy when you fry plantains with it. I had a bad sunburn last year on my shoulders. They were red and peeling and I put this on my skin and what a relief. The burning stopped and minimized the peeling. IDK about all the other health properties/uses people rave about though. Oh and it solidifies rather easily.
549813,B004779XNW,A1T4XNA6LM3EYS,Joe Smith,0,1,1,1338076800,Undrinkable,"Wow, this stuff is nasty. I'm glad I only ordered one box. This coffee is so bitter and acidic. Everlasting, horrible aftertaste. Will not be buying this again. I'm a big fan of the extra bold k-cups my current favorite being Timothy's Midnight Magic."
